,name,cmc,legalities,reprint,set,set_type,rarity,prices
392,Audacious Thief,3.0,legal,False,m20,core,common,0.07
393,Auger Spree,3.0,legal,True,jmp,draft_innovation,common,0.05
394,Augmenting Automaton,1.0,legal,False,aer,expansion,common,0.02
395,Augur of Bolas,2.0,legal,True,war,expansion,uncommon,0.23
396,Auramancer,3.0,legal,True,a25,masters,common,0.10
397,Aurelia's Fury,2.0,legal,False,gtc,expansion,mythic,1.53
398,"Aurelia, Exemplar of Justice",4.0,legal,False,grn,expansion,mythic,2.08
399,"Aurelia, the Warleader",6.0,legal,False,gtc,expansion,mythic,18.88
400,Cryptolith Fragment // Aurora of Emrakul,3.0,legal,False,emn,expansion,uncommon,0.52
401,Appeal // Authority,3.0,legal,False,hou,expansion,uncommon,0.10
402,Authority of the Consuls,1.0,legal,False,kld,expansion,rare,7.19
403,Autumnal Gloom // Ancient of the Equinox,3.0,legal,False,soi,expansion,uncommon,0.09
404,Avacyn's Judgment,2.0,legal,True,voc,commander,rare,0.10
405,"Avacyn, Guardian Angel",5.0,legal,False,m15,core,rare,0.66
406,"Archangel Avacyn // Avacyn, the Purifier",5.0,legal,False,soi,expansion,mythic,4.62
407,Avacynian Missionaries // Lunarch Inquisitors,4.0,legal,False,soi,expansion,uncommon,0.07
408,Avalanche Tusker,5.0,legal,False,ktk,expansion,rare,0.09
409,Avarice Amulet,4.0,legal,False,m15,core,rare,0.22
410,Avaricious Dragon,4.0,legal,False,ori,core,mythic,2.94
411,Avatar of the Resolute,2.0,legal,False,dtk,expansion,rare,1.39
412,Aven Battle Priest,6.0,legal,False,ori,core,common,0.01
413,Aven Eternal,3.0,legal,False,war,expansion,common,0.06
414,Aven Initiate,4.0,legal,False,akh,expansion,common,0.01
415,Aven Mindcensor,3.0,legal,True,tsr,masters,uncommon,0.82
416,Aven Reedstalker,4.0,legal,False,hou,expansion,common,0.01
417,Aven Sentry,4.0,legal,False,dom,expansion,common,0.01
418,Aven Skirmisher,1.0,legal,False,frf,expansion,common,0.06
419,Aven Sunstriker,3.0,legal,False,dtk,expansion,uncommon,0.16
420,Aven Surveyor,5.0,legal,True,cmr,draft_innovation,common,0.01
421,Aven Tactician,5.0,legal,False,dtk,expansion,common,0.06
422,Aven Wind Guide,4.0,legal,False,akh,expansion,uncommon,0.23
423,Aven Wind Mage,3.0,legal,True,gn2,box,common,0.10
424,Aven of Enduring Hope,5.0,legal,False,hou,expansion,common,0.02
425,Avenging Arrow,3.0,legal,False,rtr,expansion,common,0.01
426,Aviary Mechanic,2.0,legal,False,kld,expansion,common,0.04
427,Aviation Pioneer,3.0,legal,False,m19,core,common,0.03
428,Avid Reclaimer,3.0,legal,False,hou,expansion,uncommon,0.15
429,Awaken the Ancient,4.0,legal,False,m14,core,rare,0.20
430,Awaken the Bear,3.0,legal,False,ktk,expansion,common,0.09
431,Awaken the Erstwhile,5.0,legal,False,rna,expansion,rare,0.40
432,Awakened Amalgam,4.0,legal,False,rix,expansion,rare,0.17
433,Awakening of Vitu-Ghazi,5.0,legal,False,war,expansion,rare,0.18
434,Far // Away,5.0,legal,False,dgm,expansion,uncommon,0.24
435,Awe for the Guilds,3.0,legal,False,dgm,expansion,common,0.02
436,Thing in the Ice // Awoken Horror,2.0,legal,False,soi,expansion,rare,8.69
437,Axebane Beast,4.0,legal,False,rna,expansion,common,0.03
438,Axebane Guardian,3.0,legal,False,rtr,expansion,common,0.25
439,Axebane Stag,7.0,legal,False,rtr,expansion,common,0.01
440,Axis of Mortality,6.0,legal,False,xln,expansion,mythic,0.99
441,"Ayara, First of Locthwain",3.0,legal,False,eld,expansion,rare,3.38
442,"Ayli, Eternal Pilgrim",2.0,legal,False,ogw,expansion,rare,1.12
443,"Search for Azcanta // Azcanta, the Sunken Ruin",2.0,legal,False,xln,expansion,rare,4.98
444,Azor's Elocutors,5.0,legal,False,rtr,expansion,rare,0.26
445,Azor's Gateway // Sanctum of the Sun,2.0,legal,False,rix,expansion,mythic,4.10
446,"Azor, the Lawbringer",6.0,legal,False,rix,expansion,mythic,2.54
447,Azorius Arrester,2.0,legal,False,rtr,expansion,common,0.04
448,Azorius Charm,2.0,legal,True,ima,masters,uncommon,0.23
449,Azorius Cluestone,3.0,legal,False,dgm,expansion,common,0.19
450,Azorius Guildgate,0.0,legal,True,khc,commander,common,0.15
451,Azorius Justiciar,4.0,legal,False,rtr,expansion,uncommon,0.11
452,Azorius Keyrune,3.0,legal,True,cma,commander,uncommon,0.14
453,Azorius Knight-Arbiter,5.0,legal,False,rna,expansion,common,0.03
454,Azorius Locket,3.0,legal,True,voc,commander,common,0.06
455,Azorius Skyguard,6.0,legal,False,rna,expansion,uncommon,0.04
456,Back to Nature,2.0,legal,True,m15,core,uncommon,0.26
457,Backwoods Survivalists,4.0,legal,False,emn,expansion,common,0.02
458,Baffling End,2.0,legal,False,rix,expansion,uncommon,0.16
459,Bag of Holding,1.0,legal,True,afr,expansion,uncommon,0.10
460,"Baird, Steward of Argive",4.0,legal,False,dom,expansion,uncommon,0.43
461,Bake into a Pie,4.0,legal,True,jmp,draft_innovation,common,0.06
462,Baleful Ammit,3.0,legal,False,akh,expansion,uncommon,0.10
463,Baleful Eidolon,2.0,legal,False,ths,expansion,common,0.06
464,Ballista Charger,5.0,legal,False,kld,expansion,uncommon,0.12
465,Baloth Gorger,4.0,legal,False,dom,expansion,common,0.01
466,Baloth Null,6.0,legal,True,a25,masters,uncommon,0.09
467,Baloth Pup,2.0,legal,False,ogw,expansion,uncommon,0.06
468,Balustrade Spy,4.0,banned,True,ima,masters,common,0.12
469,Band Together,3.0,legal,False,war,expansion,common,0.02
470,Bane Alley Blackguard,2.0,legal,False,dgm,expansion,common,0.03
471,Bane Alley Broker,3.0,legal,False,gtc,expansion,uncommon,0.09
472,Bane of Bala Ged,7.0,legal,False,bfz,expansion,uncommon,0.58
473,Banefire,1.0,legal,True,m19,core,rare,0.91
474,Banehound,1.0,legal,False,war,expansion,common,0.08
475,Banewhip Punisher,3.0,legal,False,hou,expansion,uncommon,0.20
476,Banish into Fable,6.0,legal,False,eld,expansion,rare,0.17
477,Banisher Priest,3.0,legal,True,c20,commander,uncommon,0.07
478,Banishing Light,3.0,legal,True,khc,commander,uncommon,0.13
479,Bankrupt in Blood,2.0,legal,False,rna,expansion,uncommon,0.19
480,Baral's Expertise,5.0,legal,False,aer,expansion,rare,0.51
481,"Baral, Chief of Compliance",2.0,legal,False,aer,expansion,rare,5.54
482,Barge In,1.0,legal,False,eld,expansion,common,0.01
483,Barging Sergeant,5.0,legal,False,grn,expansion,common,0.01
484,Barkhide Troll,2.0,legal,False,m20,core,uncommon,0.16
485,Barony Vampire,3.0,legal,True,m20,core,common,0.02
486,Barrage Tyrant,5.0,legal,False,bfz,expansion,rare,0.15
487,Barrage of Boulders,3.0,legal,False,ktk,expansion,common,0.05
488,Barrage of Expendables,1.0,legal,True,jmp,draft_innovation,uncommon,0.19
489,Barricade Breaker,7.0,legal,False,aer,expansion,uncommon,0.09
490,Barrier of Bones,1.0,legal,False,grn,expansion,common,0.05
491,Barrow Witches,5.0,legal,False,eld,expansion,common,0.01
492,Bartered Cow,4.0,legal,False,eld,expansion,common,0.02
493,Bartizan Bats,4.0,legal,True,m20,core,common,0.26
494,Basilica Bell-Haunt,4.0,legal,False,rna,expansion,uncommon,0.12
495,Basilica Guards,3.0,legal,False,gtc,expansion,common,0.06
496,Basilica Screecher,2.0,legal,False,gtc,expansion,common,0.19
497,Bassara Tower Archer,2.0,legal,False,jou,expansion,uncommon,0.23
498,Bastion Enforcer,3.0,legal,True,m20,core,common,0.12
499,Bastion Inventor,6.0,legal,False,aer,expansion,common,0.06
500,Bastion Mastodon,5.0,legal,False,kld,expansion,common,0.02
501,Bathe in Dragonfire,3.0,legal,True,jmp,draft_innovation,common,0.04
502,Battalion Foot Soldier,3.0,legal,False,m20,core,common,0.02
503,Batterhorn,5.0,legal,False,rtr,expansion,common,0.14
504,Battering Krasis,3.0,legal,False,dgm,expansion,common,0.04
505,Battle Brawler,2.0,legal,False,frf,expansion,uncommon,0.10
506,Embereth Shieldbreaker // Battle Display,2.0,legal,False,eld,expansion,uncommon,0.13
507,Battle Mastery,3.0,legal,True,bbd,draft_innovation,uncommon,0.24
508,Battle Sliver,5.0,legal,False,m14,core,uncommon,0.29
509,Battle at the Bridge,1.0,legal,False,aer,expansion,rare,0.23
510,Battlefield Forge,0.0,legal,True,c21,commander,rare,1.24
511,Battlefield Promotion,2.0,legal,True,jmp,draft_innovation,common,0.03
512,Battlefield Scavenger,2.0,legal,False,akh,expansion,uncommon,0.03
513,Battlefield Thaumaturge,2.0,legal,False,jou,expansion,rare,0.29
514,Battlefront Krushok,5.0,legal,False,frf,expansion,uncommon,0.11
515,Battlewise Hoplite,2.0,legal,False,ths,expansion,uncommon,0.09
516,Battlewise Valor,2.0,legal,False,ths,expansion,common,0.03
517,Bazaar Krovod,5.0,legal,False,rtr,expansion,uncommon,0.01
518,Beacon Bolt,3.0,legal,False,grn,expansion,uncommon,0.10
519,Beamsplitter Mage,2.0,legal,False,grn,expansion,uncommon,0.08
520,Beanstalk Giant // Fertile Footsteps,7.0,legal,True,znc,commander,uncommon,0.15
521,Bear's Companion,5.0,legal,False,ktk,expansion,uncommon,0.09
522,Daring Sleuth // Bearer of Overwhelming Truths,2.0,legal,False,soi,expansion,uncommon,0.12
523,Bearer of Silence,2.0,legal,False,ogw,expansion,rare,0.19
524,Bearer of the Heavens,8.0,legal,False,jou,expansion,rare,0.40
525,Beast Whisperer,4.0,legal,True,khc,commander,rare,2.38
526,Beastcaller Savant,2.0,legal,False,bfz,expansion,rare,0.52
527,Beck // Call,8.0,legal,False,dgm,expansion,rare,0.19
528,Beckon Apparition,1.0,legal,True,uma,masters,common,0.07
529,Become Immense,6.0,legal,True,uma,masters,uncommon,0.19
530,Bedeck // Bedazzle,8.0,legal,False,rna,expansion,rare,0.09
531,Bedeck // Bedazzle,8.0,legal,False,rna,expansion,rare,0.09
532,Bedevil,3.0,legal,True,afc,commander,rare,2.05
533,Bedlam Reveler,8.0,legal,False,emn,expansion,rare,0.63
534,Beetleform Mage,3.0,legal,False,dgm,expansion,common,0.07
535,Befuddle,3.0,legal,True,jmp,draft_innovation,common,0.02
536,Behind the Scenes,3.0,legal,False,soi,expansion,uncommon,0.15
537,Behold the Beyond,7.0,legal,False,soi,expansion,mythic,1.00
538,Reason // Believe,6.0,legal,False,hou,expansion,rare,0.18
539,Belle of the Brawl,3.0,legal,False,eld,expansion,uncommon,0.09
540,Belligerent Brontodon,7.0,legal,False,xln,expansion,uncommon,0.12
541,Belligerent Sliver,3.0,legal,False,m15,core,uncommon,0.41
542,Belligerent Whiptail,4.0,legal,False,bfz,expansion,common,0.02
543,Bellowing Aegisaur,6.0,legal,False,xln,expansion,uncommon,0.27
544,Bellowing Saddlebrute,4.0,legal,False,ktk,expansion,uncommon,0.04
545,Bellows Lizard,1.0,legal,True,ori,core,common,0.02
546,Belltoll Dragon,6.0,legal,False,dtk,expansion,uncommon,0.21
547,Beloved Princess,1.0,legal,False,eld,expansion,common,0.04
548,Benalish Honor Guard,2.0,legal,False,dom,expansion,common,0.01
549,Benalish Marshal,3.0,legal,True,gnt,box,rare,0.76
550,Beneath the Sands,3.0,legal,False,hou,expansion,common,0.11
551,Benefaction of Rhonas,3.0,legal,False,akh,expansion,common,0.05
552,Benthic Biomancer,1.0,legal,False,rna,expansion,rare,0.31
553,Benthic Giant,6.0,legal,True,bbd,draft_innovation,common,0.01
554,Benthic Infiltrator,3.0,legal,False,bfz,expansion,common,0.06
555,Berserkers' Onslaught,5.0,legal,False,dtk,expansion,rare,4.22
556,Bident of Thassa,4.0,legal,True,a25,masters,rare,3.88
557,Bile Blight,2.0,legal,False,bng,expansion,uncommon,0.10
558,Binding Mummy,2.0,legal,False,akh,expansion,common,0.13
559,Bioessence Hydra,5.0,legal,False,war,expansion,rare,0.14
560,Biogenic Ooze,5.0,legal,False,rna,expansion,mythic,3.62
561,Biogenic Upgrade,6.0,legal,True,mic,commander,uncommon,0.10
562,Biomancer's Familiar,2.0,legal,False,rna,expansion,rare,0.81
563,Biomass Mutation,2.0,legal,True,c21,commander,rare,0.11
564,Bioshift,1.0,legal,False,gtc,expansion,common,0.12
565,Biovisionary,3.0,legal,False,gtc,expansion,rare,1.09
566,Birthing Hulk,7.0,legal,False,ogw,expansion,uncommon,0.10
567,Bishop of Binding,4.0,legal,False,rix,expansion,rare,0.24
568,Bishop of Rebirth,5.0,legal,False,xln,expansion,rare,0.52
569,Bishop of Wings,2.0,legal,False,m20,core,rare,2.32
570,Bishop of the Bloodstained,5.0,legal,False,xln,expansion,uncommon,0.10
571,Bishop's Soldier,2.0,legal,False,xln,expansion,common,0.05
572,Biting Rain,4.0,legal,False,soi,expansion,uncommon,0.19
573,Bitter Revelation,4.0,legal,True,cmr,draft_innovation,common,0.01
574,Bitterblade Warrior,2.0,legal,False,akh,expansion,common,0.05
575,Bitterbow Sharpshooters,5.0,legal,False,hou,expansion,common,0.02
576,Black Cat,2.0,legal,True,jmp,draft_innovation,common,0.17
577,Black Oak of Odunos,3.0,legal,False,bng,expansion,uncommon,0.10
578,Blackblade Reforged,2.0,legal,True,nec,commander,rare,0.54
579,Blacklance Paragon,2.0,legal,False,eld,expansion,rare,0.17
580,Blade Instructor,3.0,legal,False,grn,expansion,common,0.02
581,Blade Juggler,5.0,legal,False,rna,expansion,common,0.05
582,Bladebrand,2.0,legal,True,mid,expansion,common,0.01
583,Bladetusk Boar,4.0,legal,True,jou,expansion,common,0.05
584,Blanchwood Armor,3.0,legal,True,m19,core,uncommon,0.18
585,Blast Zone,0.0,legal,False,war,expansion,rare,3.01
586,Blast of Genius,6.0,legal,True,uma,masters,uncommon,0.08
587,Blastfire Bolt,6.0,legal,False,m15,core,common,0.02
588,Blaze Commando,5.0,legal,False,dgm,expansion,uncommon,0.12
589,Blazing Hellhound,4.0,legal,False,ori,core,uncommon,0.08
590,Blazing Hope,1.0,legal,False,rix,expansion,uncommon,0.03
591,Blazing Volley,1.0,legal,True,iko,expansion,common,0.03
592,Bleeding Edge,3.0,legal,False,war,expansion,uncommon,0.07
593,Blessed Alliance,2.0,legal,False,emn,expansion,uncommon,0.22
594,Blessed Light,5.0,legal,False,dom,expansion,common,0.05
595,Blessed Reincarnation,4.0,legal,False,dtk,expansion,rare,0.14
596,Blessed Spirits,3.0,legal,True,jmp,draft_innovation,uncommon,0.07
597,Blessing,2.0,legal,True,m14,core,uncommon,0.06
598,Blessing of Belzenlok,1.0,legal,False,dom,expansion,common,0.07
599,Blight Herder,5.0,legal,False,bfz,expansion,rare,0.22
600,Blight Keeper,1.0,legal,False,xln,expansion,common,0.02
601,Blight-Breath Catoblepas,6.0,legal,False,thb,expansion,common,0.01
602,Blightbeetle,2.0,legal,False,m20,core,uncommon,0.23
603,Blightcaster,4.0,legal,True,ori,core,uncommon,0.09
604,Blighted Bat,3.0,legal,True,jmp,draft_innovation,common,0.07
605,Blighted Cataract,0.0,legal,True,c21,commander,uncommon,0.08
606,Blighted Fen,0.0,legal,False,bfz,expansion,uncommon,0.08
607,Blighted Gorge,0.0,legal,True,ddt,duel_deck,uncommon,0.11
608,Blighted Steppe,0.0,legal,False,bfz,expansion,uncommon,0.13
609,Blighted Woodland,0.0,legal,True,mic,commander,uncommon,0.24
610,Blind Obedience,2.0,legal,True,c17,commander,rare,5.98
611,Blindblast,3.0,legal,True,jmp,draft_innovation,common,0.06
612,Blinding Drone,2.0,legal,False,ogw,expansion,common,0.05
613,Blinding Flare,1.0,legal,False,jou,expansion,uncommon,0.18
614,Blinding Fog,3.0,legal,False,xln,expansion,common,0.08
615,Blinding Spray,5.0,legal,False,ktk,expansion,uncommon,0.05
616,Blink of an Eye,2.0,legal,False,dom,expansion,common,0.16
617,Blistercoil Weird,1.0,legal,False,rtr,expansion,uncommon,0.18
618,Blisterpod,1.0,legal,False,bfz,expansion,common,0.08
619,Blood,0.0,not_legal,False,tvow,token,common,
620,Blood Aspirant,2.0,legal,False,thb,expansion,uncommon,0.06
621,Blood Bairn,3.0,legal,True,cma,commander,common,0.16
622,Blood Baron of Vizkopa,5.0,legal,True,ima,masters,rare,0.48
623,Blood Burglar,2.0,legal,False,m20,core,common,0.04
624,Blood Crypt,0.0,legal,True,rna,expansion,rare,15.43
625,Blood Divination,4.0,legal,True,jmp,draft_innovation,uncommon,0.10
626,Blood Host,5.0,legal,True,jmp,draft_innovation,uncommon,0.10
627,Blood Mist,4.0,legal,False,emn,expansion,uncommon,0.23
628,Blood Operative,3.0,legal,False,grn,expansion,rare,0.12
629,Blood Scrivener,2.0,legal,False,dgm,expansion,rare,0.22
630,Blood Sun,3.0,legal,False,rix,expansion,rare,1.79
631,Blood for Bones,4.0,legal,False,m20,core,uncommon,0.47
632,Blood-Chin Fanatic,3.0,legal,False,dtk,expansion,rare,0.19
633,Blood-Chin Rager,2.0,legal,False,dtk,expansion,uncommon,0.21
634,Blood-Cursed Knight,3.0,legal,False,ori,core,uncommon,0.16
635,Blood-Toll Harpy,3.0,legal,True,cn2,draft_innovation,common,0.11
636,Bloodbond Vampire,4.0,legal,True,jmp,draft_innovation,uncommon,0.11
637,Bloodbriar,3.0,legal,True,2xm,masters,common,0.02
638,Bloodcrazed Hoplite,2.0,legal,False,jou,expansion,common,0.05
639,Bloodcrazed Paladin,2.0,legal,False,xln,expansion,rare,0.23
640,Bloodfell Caves,0.0,legal,True,neo,expansion,common,0.14
641,Bloodfire Enforcers,4.0,legal,False,frf,expansion,uncommon,0.06
642,Bloodfire Expert,3.0,legal,False,ktk,expansion,common,0.02
643,Bloodfire Mentor,3.0,legal,False,ktk,expansion,common,0.04
644,Bloodfray Giant,4.0,legal,False,rtr,expansion,uncommon,0.10
645,Bloodhall Priest,4.0,legal,True,c19,commander,rare,0.06
646,Bloodhaze Wolverine,2.0,legal,False,eld,expansion,common,0.01
647,Bloodhunter Bat,4.0,legal,True,jmp,draft_innovation,common,0.02
648,Bloodlust Inciter,1.0,legal,False,akh,expansion,common,0.06
649,Bloodmad Vampire,3.0,legal,False,soi,expansion,common,0.20
650,Bloodmist Infiltrator,3.0,legal,False,rna,expansion,uncommon,0.04
651,Bloodrage Brawler,2.0,legal,True,jmp,draft_innovation,uncommon,0.02
652,Bloodsoaked Altar,6.0,legal,False,m20,core,uncommon,0.03
653,Bloodsoaked Champion,1.0,legal,False,ktk,expansion,rare,0.99
654,Bloodstone Goblin,2.0,legal,False,dom,expansion,common,0.06
655,Bloodtallow Candle,1.0,legal,False,dom,expansion,common,0.01
656,Bloodthirsty Aerialist,3.0,legal,True,c21,commander,uncommon,0.28
657,Bloodwater Entity,3.0,legal,False,hou,expansion,uncommon,0.17
658,Bloom Hulk,4.0,legal,False,war,expansion,common,0.09
659,Blooming Marsh,0.0,legal,False,kld,expansion,rare,6.21
660,Blossom Dryad,3.0,legal,False,xln,expansion,common,0.05
661,Blossoming Defense,1.0,legal,False,kld,expansion,uncommon,0.36
662,Blossoming Sands,0.0,legal,True,neo,expansion,common,0.22
663,Blow Your House Down,3.0,legal,False,eld,expansion,common,0.03
664,Blur Sliver,3.0,legal,False,m14,core,common,0.25
665,Blur of Blades,2.0,legal,False,hou,expansion,common,0.02
666,Blustersquall,1.0,legal,True,c15,commander,uncommon,0.25
667,Board the Weatherlight,2.0,legal,False,dom,expansion,uncommon,0.09
668,Bog Naughty,5.0,legal,False,eld,expansion,uncommon,0.01
669,Bogbrew Witch,4.0,legal,True,jmp,draft_innovation,rare,0.08
670,Boggart Brute,3.0,legal,True,jmp,draft_innovation,common,0.01
671,Bogstomper,6.0,legal,True,m20,core,common,0.34
672,Boiling Earth,2.0,legal,False,bfz,expansion,common,0.04
673,Bolas's Citadel,6.0,legal,False,war,expansion,rare,7.80
674,Bold Impaler,1.0,legal,False,emn,expansion,common,0.06
675,Bolrac-Clan Crusher,5.0,legal,False,rna,expansion,uncommon,0.01
676,Bolt Bend,4.0,legal,False,war,expansion,uncommon,0.62
677,Bolt of Keranos,3.0,legal,False,bng,expansion,common,0.03
678,Boltwing Marauder,5.0,legal,False,dtk,expansion,rare,0.25
679,Bomat Bazaar Barge,4.0,legal,False,kld,expansion,uncommon,0.14
680,Bomat Courier,1.0,legal,False,kld,expansion,rare,0.21
681,Bombard,3.0,legal,True,gnt,box,common,
682,Bomber Corps,2.0,legal,False,gtc,expansion,common,0.02
683,Bond of Discipline,5.0,legal,False,war,expansion,uncommon,0.10
684,Bond of Flourishing,2.0,legal,False,war,expansion,uncommon,0.07
685,Bond of Insight,4.0,legal,False,war,expansion,uncommon,0.10
686,Bond of Passion,6.0,legal,False,war,expansion,uncommon,0.04
687,Bond of Revival,5.0,legal,False,war,expansion,uncommon,0.10
688,Bonded Construct,1.0,legal,False,ori,core,common,0.05
689,Bonded Horncrest,4.0,legal,False,xln,expansion,uncommon,0.04
690,Bonds of Mortality,2.0,legal,False,ogw,expansion,uncommon,0.28
691,Bone Dragon,5.0,legal,False,m19,core,mythic,0.63
692,Bone Picker,4.0,legal,True,2xm,masters,common,0.09
693,Bone Saw,0.0,legal,True,ogw,expansion,common,0.11
694,Bone Splinters,1.0,legal,True,jmp,draft_innovation,common,0.07
695,Bone to Ash,4.0,legal,True,m20,core,common,0.03
696,Boneclad Necromancer,5.0,legal,False,m20,core,common,0.03
697,Bonecrusher Giant // Stomp,3.0,legal,False,eld,expansion,rare,0.33
698,Bonescythe Sliver,4.0,legal,False,m14,core,rare,6.77
699,Boneyard Parley,7.0,legal,True,c19,commander,mythic,0.37
700,Bontu the Glorified,3.0,legal,False,akh,expansion,mythic,2.25
701,Bontu's Last Reckoning,3.0,legal,False,hou,expansion,rare,1.43
702,Bontu's Monument,3.0,legal,False,akh,expansion,uncommon,5.49
703,Book Devourer,6.0,legal,False,grn,expansion,uncommon,0.04
704,Boon Satyr,3.0,legal,True,c18,commander,rare,0.17
705,Boon of Emrakul,3.0,legal,False,emn,expansion,common,0.03
706,Boon of Erebos,1.0,legal,False,ths,expansion,common,0.05
707,Boonweaver Giant,7.0,legal,False,m15,core,uncommon,0.16
